1.515151515151514879e-04,1.515151515151514879e-04,1.666666666666666557e-03,1.515151515151514879e-04,1.515151515151514879e-04,7.439393939393938726e-02,6.530303030303029332e-02,1.515151515151514879e-04,1.515151515151514879e-04,7.727272727272724989e-03,3.954545454545454336e-02,6.681818181818180435e-02,1.319696969696969313e-01,1.515151515151514879e-04,1.515151515151514879e-04,1.515151515151514879e-04,1.515151515151514879e-04,3.562121212121211467e-01,4.712121212121211239e-02,2.077272727272726771e-01
1.515560165975103624e-01,1.037344398340249072e-04,1.877593360995850891e-02,3.848547717842323856e-02,1.037344398340249072e-04,6.327800829875517875e-03,1.536307053941908529e-01,1.037344398340249072e-04,1.037344398340249072e-04,3.952282157676348384e-02,3.537344398340248885e-02,3.901452282157676366e-01,2.500000000000000139e-02,1.037344398340249072e-04,1.037344398340249072e-04,3.641078838174274107e-02,9.242738589211617339e-02,1.037344398340249072e-04,5.290456431535269129e-03,6.327800829875517875e-03
1.371665133394664171e-01,9.199632014719411955e-05,9.199632014719411955e-05,5.988960441582336092e-02,9.199632014719411955e-05,1.931922723091076361e-03,1.693652253909843641e-01,1.573137074517019438e-02,9.199632014719411955e-05,1.931922723091076361e-03,4.057037718491260381e-02,2.687212511499540435e-01,4.691812327506899270e-03,1.931922723091076361e-03,9.199632014719411955e-05,4.425022999080036740e-02,4.793008279668813099e-02,4.609015639374425266e-02,7.368905243790248305e-02,8.564857405703771298e-02
2.538071065989847301e-04,2.538071065989847301e-04,2.538071065989847301e-04,2.538071065989847301e-04,2.538071065989847301e-04,6.116751269035532179e-02,6.624365482233501856e-02,2.538071065989847301e-04,2.538071065989847301e-04,2.538071065989847301e-04,8.401015228426395032e-02,1.652284263959390431e-01,9.923857868020304063e-02,2.538071065989847301e-04,3.832487309644669327e-02,2.538071065989847301e-04,2.055837563451776151e-02,2.794416243654821996e-01,1.017766497461928821e-01,8.147208121827410887e-02
8.593750000000000694e-03,7.812500000000000434e-04,7.812500000000000434e-04,7.812500000000000434e-04,7.812500000000000434e-04,7.812500000000000434e-04,1.726562500000000111e-01,7.812500000000000434e-04,7.812500000000000434e-04,7.812500000000000434e-04,7.109374999999999722e-02,1.101562499999999972e-01,7.812500000000000434e-04,7.812500000000000434e-04,7.812500000000000434e-04,7.812500000000000434e-04,7.812500000000000434e-04,4.382812500000000111e-01,1.882812500000000111e-01,7.812500000000000434e-04
1.180131004366812009e-01,1.091703056768558841e-04,1.091703056768558841e-04,1.091703056768558841e-04,1.091703056768558841e-04,2.631004366812226755e-02,1.092794759825327366e-01,1.091703056768558841e-04,1.091703056768558841e-04,1.091703056768558841e-04,1.091703056768558841e-04,4.444323144104803114e-01,5.360262008733623906e-02,1.091703056768558841e-04,1.102620087336244302e-02,3.831877729257641280e-02,9.181222707423579432e-02,1.211790393013100278e-02,1.320960698689956081e-02,8.089519650655020711e-02
7.301790281329922916e-02,1.278772378516624200e-04,1.278772378516624200e-04,1.970588235294117585e-01,1.278772378516624200e-04,1.278772378516624200e-04,1.062659846547314574e-01,5.242966751918157892e-03,7.685421994884911179e-02,1.278772378516624200e-04,6.023017902813299074e-02,1.278772378516624200e-04,3.721227621483376435e-02,5.242966751918157892e-03,6.278772378516624120e-02,1.278772378516624200e-04,1.945012787723785219e-01,1.278772378516624200e-04,5.000000000000000278e-02,1.305626598465473021e-01
7.636273538156590490e-02,3.572844400396432002e-02,9.915758176412288460e-02,6.843409316154608346e-02,4.955401387512388942e-05,4.955401387512388942e-05,4.955401387512388942e-05,7.482656095143706138e-03,1.135282457879088214e-01,4.955401387512388942e-05,2.260158572844400415e-01,9.767096134786917849e-02,1.937561942517343830e-02,5.450941526263628108e-04,7.482656095143706138e-03,4.955401387512388942e-05,6.199207135777997507e-02,4.955401387512388942e-05,2.284440039643211018e-02,1.630822596630327193e-01
1.325968851865266251e-01,3.621876131836291641e-05,9.090909090909092202e-03,1.307497283592901245e-02,3.621876131836291641e-05,1.923578413618254324e-01,7.826874320898224990e-02,3.621876131836291641e-05,2.937341542919232051e-02,5.327779789931184201e-02,4.168779427743570659e-02,3.093444404201376452e-01,2.285403839188699868e-02,2.068091271278522242e-02,3.621876131836291641e-05,3.621876131836291641e-05,1.669684896776530217e-02,3.621876131836291641e-05,1.090184715682723619e-02,6.957624049257515875e-02
1.398328690807799576e-02,5.571030640668524182e-05,5.571030640668524182e-05,6.128133704735376193e-04,2.345403899721448457e-02,2.568245125348189370e-02,5.571030640668524182e-05,1.286908077994429120e-02,5.571030640668524182e-05,1.169916434540390010e-03,5.571030640668524182e-05,2.256824512534819083e-01,2.490807799442897041e-01,5.571030640668524182e-05,5.571030640668524182e-05,5.571030640668524182e-05,5.571030640668524182e-05,3.515320334261838597e-02,2.011142061281337087e-02,3.916991643454039163e-01
